c214208a2664b2d9766a35144f618d196f509bb2
MLB,6/8/09, 546, cleveland indians, 4.02111197941787, -1, minnesota twins, 4.37431980750855, -1, 129, -149, 0.478107760864189, 9.5, 110, -130, 0.228906560011716, 1.5, -115, 0.553459348529118, -1.5, -105, 0.278219085460022
MLB,6/8/09, 546, detroit tigers, 3.14720847495685, -1, baltimore orioles, 3.6681128018575, -1, -131, 111, 0.441922308496022, 9.5, -125, 105, 0.104864980508999, -1.5, 160, 0.208965568152065, 1.5, -180, 0.610547893145449
MLB,6/8/09, 546, kansas city royals, 2.23143186802255, -1, seattle mariners, 3.61916960736895, -1, -111, -109, 0.287180730776883, 9.5, 102, -120, 0.052611411156158, -1.5, 175, 0.115208240843182, 1.5, -210, 0.711706427951003
MLB,6/8/09, 546, los angeles dodgers, 3.06547990614381, -1, atlanta braves, 3.1040963885791, -1, -133, 113, 0.514744049280618, 8.5, -122, 102, 0.157922899161354, -1.5, 160, 0.2487677648573, 1.5, -180, 0.563405595080357
MLB,6/8/09, 546, new york yankees, 2.88441061480138, -1, boston red sox, 3.66684171561823, -1, -230, 210, 0.397488945503383, 10.0, -122, 102, 0.0480283309709379, -1.5, -130, 0.180028114206037, 1.5, 110, 0.639713448660398
MLB,6/8/09, 546, oakland athletics, 3.05156467732307, -1, texas rangers, 3.59718858307619, -1, 101, -121, 0.436096550565451, 9.0, -105, -115, 0.105980925038627, 1.5, -150, 0.530509306072294, -1.5, 130, 0.287728511849734
MLB,6/8/09, 546, philadelphia phillies, 2.93533072138929, -1, colorado rockies, 3.97254641993235, -1, -167, 147, 0.365085549555136, 8.5, -115, -105, 0.226076561616522, -1.5, 120, 0.16441160342561, 1.5, -140, 0.661574253643228
MLB,6/8/09, 546, pittsburgh pirates, 2.76201680100702, -1, arizona diamondbacks, 4.48170876423073, -1, 107, -127, 0.277771545705545, 8.0, 102, -120, 0.293037703553616, 1.5, -145, 0.411736218188433, -1.5, 125, 0.429820840903533
MLB,6/8/09, 546, san diego padres, 2.52766151215506, -1, new york mets, 4.00526395282793, -1, -142, 122, 0.292917992985841, 7.5, -125, 105, 0.292850517396536, -1.5, 155, 0.122805828205614, 1.5, -175, 0.709722281552955
MLB,6/8/09, 546, washington nationals, 3.04340370996599, -1, florida marlins, 4.34743572320797, -1, 144, -164, 0.336103012271262, 9.0, -105, -115, 0.167036028553235, 1.5, -110, 0.455732695218812, -1.5, -110, 0.37788128450207
MLB,7/8/09, 547, chicago white sox, 3.30754309753508, -1, cleveland indians, 3.74604761500236, -1, -210, 190, 0.45723288972122, 9.0, -125, 105, 0.137923637572097, -1.5, 101, 0.220864220106912, 1.5, -111, 0.600288635100597
MLB,7/8/09, 547, colorado rockies, 3.35556665126493, -1, chicago cubs, 2.63284132869732, -1, -125, 105, 0.641195308673044, 9.0, -115, -105, 0.0648616838970765, -1.5, 171, 0.33938541114631, 1.5, -181, 0.478941942273289
MLB,7/8/09, 547, detroit tigers, 3.20279879177425, -1, minnesota twins, 3.73035867440126, -1, -120, 102, 0.442407417296457, 9.5, -115, -105, 0.11280355113176, -1.5, 170, 0.210454752993989, 1.5, -180, 0.610166377451261
MLB,7/8/09, 547, houston astros, 4.17309470121127, -1, milwaukee brewers, 4.90731141805018, -1, -135, 115, 0.431883585140647, 9.0, -115, -105, 0.355854512831757, -1.5, 161, 0.221122094181311, 1.5, -171, 0.617036529717325
MLB,7/8/09, 547, los angeles angels, 4.07124423910041, -1, texas rangers, 3.52714594193641, -1, -135, 115, 0.602402358505585, 9.5, -115, -105, 0.160090094493634, -1.5, 155, 0.328973226261253, 1.5, -165, 0.500000734538036
MLB,7/8/09, 547, los angeles dodgers, 3.04333803452398, -1, atlanta braves, 3.09119705947476, -1, -140, 120, 0.513035601880202, 7.5, -115, -105, 0.252593791933391, -1.5, 170, 0.247216724188301, 1.5, -180, 0.564586045770609
MLB,7/8/09, 547, philadelphia phillies, 3.72464092513317, -1, florida marlins, 3.41275978412075, -1, -155, 135, 0.570858352909706, 9.0, -115, -105, 0.144825977188604, -1.5, 145, 0.299639651900467, 1.5, -155, 0.523467186165491
MLB,7/8/09, 547, san diego padres, 2.5197287383773, -1, new york mets, 3.98814202652894, -1, -140, 120, 0.293569396290498, 7.5, -115, -105, 0.28986528637383, -1.5, 165, 0.122975680202229, 1.5, -175, 0.709207472468313
MLB,7/8/09, 547, san francisco giants, 3.7516231529617, -1, cincinnati reds, 2.59348355060183, -1, -300, 280, 0.702287688744854, 7.0, -122, 102, 0.35053977954444, -1.5, -138, 0.398088447789237, 1.5, 128, 0.432385213570912
MLB,7/8/09, 547, toronto blue jays, 3.49497072541587, -1, baltimore orioles, 3.52242867323075, -1, -170, 150, 0.519710875616816, 9.0, -115, -105, 0.134949752060049, -1.5, 128, 0.26174393999431, 1.5, -138, 0.558576068162438
